billID,title
hr4940-114,International law and treaties
hr4940-114,International organizations and cooperation
hr4940-114,Iran
hr4940-114,Israel
hr4940-114,Middle East
hr4940-114,Nuclear weapons
hr4940-114,"Sovereignty, recognition, national governance and status"
hr4940-114,Terrorism
hr4941-114,Armed forces and national security
hr4941-114,National Guard and reserves
hr4941-114,"Veterans' education, employment, rehabilitation"
hr4942-114,Aging
hr4942-114,Charitable contributions
hr4942-114,Disability assistance
hr4942-114,Food assistance and relief
hr4942-114,Income tax deductions
hr4942-114,Motor vehicles
hr4942-114,Taxation
hr4942-114,Transportation costs
hr4943-114,Adoption and foster care
hr4943-114,Charitable contributions
hr4943-114,"Government employee pay, benefits, personnel management"
hr4943-114,Government information and archives
hr4943-114,Income tax credits
hr4943-114,Income tax deductions
hr4943-114,Income tax exclusion
hr4943-114,Indian social and development programs
hr4943-114,Native Americans
hr4943-114,Sales and excise taxes
hr4943-114,Securities
hr4943-114,"Separation, divorce, custody, support"
hr4943-114,"Social work, volunteer service, charitable organizations"
hr4943-114,State and local finance
hr4943-114,"Tax administration and collection, taxpayers"
hr4943-114,Tax-exempt organizations
hr4944-114,Land transfers
hr4944-114,Minnesota
hr4944-114,"Parks, recreation areas, trails"
hr4944-114,Public lands and natural resources
hr4945-114,Administrative law and regulatory procedures
hr4945-114,Advisory bodies
hr4945-114,Asia
hr4945-114,Atmospheric science and weather
hr4945-114,Business investment and capital
hr4945-114,Computer security and identity theft
hr4945-114,Congressional oversight
hr4945-114,Defense spending
hr4945-114,Department of Commerce
hr4945-114,Department of Defense
hr4945-114,Department of Transportation
hr4945-114,Executive agency funding and structure
hr4945-114,Government information and archives
hr4945-114,Government lending and loan guarantees
hr4945-114,Government studies and investigations
hr4945-114,Income tax credits
hr4945-114,India
hr4945-114,"Intelligence activities, surveillance, classified information"
hr4945-114,International organizations and cooperation
hr4945-114,Military command and structure
hr4945-114,Military operations and strategy
hr4945-114,"Military procurement, research, weapons development"
hr4945-114,National Aeronautics and Space Administration
hr4945-114,Public contracts and procurement
hr4945-114,"Science, technology, communications"
hr4945-114,Securities
hr4945-114,Space flight and exploration
hr4945-114,Spacecraft and satellites
hr4945-114,Telephone and wireless communication
hr4945-114,Trade restrictions
hr4945-114,Transportation programs funding
hr4946-114,Income tax credits
hr4946-114,Poverty and welfare assistance
hr4946-114,"Tax administration and collection, taxpayers"
hr4946-114,Tax treatment of families
hr4946-114,Taxation
hr4946-114,Wages and earnings
hr4947-114,Administrative law and regulatory procedures
hr4947-114,Advisory bodies
hr4947-114,Congressional oversight
hr4947-114,Department of the Treasury
hr4947-114,Disaster relief and insurance
hr4947-114,Finance and financial sector
hr4947-114,Floods and storm protection
hr4947-114,Government liability
hr4947-114,Government studies and investigations
hr4947-114,Government trust funds
hr4947-114,Housing finance and home ownership
hr4947-114,Housing industry and standards
hr4947-114,Insurance industry and regulation
hr4947-114,Natural disasters
hr4947-114,Public contracts and procurement
hr4948-114,"Art, artists, authorship"
hr4948-114,Books and print media
hr4948-114,Charitable contributions
hr4948-114,Income tax deductions
hr4948-114,Intellectual property
hr4948-114,Literature
hr4948-114,Music
hr4948-114,Tax-exempt organizations
hr4948-114,Taxation
hr4949-114,Higher education
hr4949-114,Income tax exclusion
hr4949-114,National and community service
hr4949-114,Student aid and college costs
hr4949-114,Taxation
hr495-114,Child care and development
hr495-114,Child health
hr495-114,Child safety and welfare
hr495-114,Community life and organization
hr495-114,Education
hr495-114,Education of the disadvantaged
hr495-114,Education programs funding
hr495-114,Elementary and secondary education
hr495-114,Family relationships
hr495-114,Public-private cooperation
hr4950-114,Advisory bodies
hr4950-114,Banking and financial institutions regulation
hr4950-114,Department of the Treasury
hr4950-114,Executive agency funding and structure
hr4950-114,Finance and financial sector
hr4950-114,Securities
hr4951-114,Crime and law enforcement
hr4951-114,Firearms and explosives
hr4951-114,Trade restrictions
hr4952-114,Business records
hr4952-114,Crime and law enforcement
hr4952-114,Firearms and explosives
hr4952-114,Licensing and registrations
hr4952-114,Retail and wholesale trades
hr4953-114,Congressional oversight
hr4953-114,Employee leave
hr4953-114,Employee performance
hr4953-114,"Government employee pay, benefits, personnel management"
hr4953-114,"Government ethics and transparency, public corruption"
hr4953-114,Government operations and politics
hr4953-114,Government studies and investigations
hr4954-114,Environmental protection
hr4954-114,Rural conditions and development
hr4954-114,Solid waste and recycling
hr4954-114,State and local finance
hr4954-114,Water quality
hr4954-114,Watersheds
hr4955-114,Budget process
hr4955-114,Employee benefits and pensions
hr4955-114,Labor and employment
hr4955-114,Pension Benefit Guaranty Corporation
hr4956-114,Administrative law and regulatory procedures
hr4956-114,Economic performance and conditions
hr4956-114,Executive agency funding and structure
hr4956-114,Government operations and politics
hr4956-114,"Presidents and presidential powers, Vice Presidents"
hr4957-114,Congressional tributes
hr4957-114,Department of Justice
hr4957-114,District of Columbia
hr4957-114,"Government buildings, facilities, and property"
hr4957-114,Government operations and politics
hr4958-114,Congressional oversight
hr4958-114,Energy
hr4958-114,Energy efficiency and conservation
hr4958-114,Government information and archives
hr4958-114,Oil and gas
hr4958-114,Solid waste and recycling
hr4959-114,Government studies and investigations
hr4959-114,Health
hr4959-114,Health care coverage and access
hr4959-114,Health personnel
hr4959-114,Surgery and anesthesia
hr496-114,California
hr496-114,Federal-Indian relations
hr496-114,Gambling
hr496-114,Indian lands and resources rights
hr496-114,Land transfers
hr496-114,Land use and conservation
hr496-114,Public lands and natural resources
hr496-114,"Wilderness and natural areas, wildlife refuges, wild rivers, habitats"
hr4960-114,Congressional tributes
hr4960-114,"Government buildings, facilities, and property"
hr4960-114,Government operations and politics
hr4960-114,Illinois
hr4960-114,Postal service
hr4961-114,Civil actions and liability
hr4961-114,Debt collection
hr4961-114,Disaster relief and insurance
hr4961-114,Emergency management
hr4962-114,Commuting
hr4962-114,State and local taxation
hr4962-114,Taxation
hr4963-114,Aging
hr4963-114,Crime and law enforcement
hr4963-114,Crime prevention
hr4963-114,Crime victims
hr4963-114,"Criminal investigation, prosecution, interrogation"
hr4963-114,Criminal justice information and records
hr4963-114,Department of Justice
hr4963-114,Executive agency funding and structure
hr4963-114,Law enforcement administration and funding
hr4963-114,State and local government operations
hr4964-114,Armed forces and national security
hr4964-114,Department of Defense
hr4964-114,Executive agency funding and structure
hr4964-114,Military operations and strategy
hr4964-114,"Military procurement, research, weapons development"
hr4965-114,Business records
hr4965-114,"Drug safety, medical device, and laboratory regulation"
hr4965-114,Government information and archives
hr4965-114,Health
hr4965-114,"Health technology, devices, supplies"
hr4966-114,Administrative law and regulatory procedures
hr4966-114,Department of Health and Human Services
hr4966-114,"Drug safety, medical device, and laboratory regulation"
hr4966-114,Food and Drug Administration (FDA)
hr4966-114,Government information and archives
hr4966-114,Health
hr4966-114,"Health technology, devices, supplies"
hr4966-114,Infectious and parasitic diseases
hr4967-114,Agriculture and food
hr4967-114,Appropriations
hr4967-114,Department of Agriculture
hr4967-114,Executive agency funding and structure
hr4967-114,Food assistance and relief
hr4967-114,Nutrition and diet
hr4968-114,Administrative law and regulatory procedures
hr4968-114,Executive agency funding and structure
hr4968-114,"Government buildings, facilities, and property"
hr4968-114,Government operations and politics
hr4968-114,Office of Management and Budget (OMB)
hr4969-114,Athletes
hr4969-114,Child health
hr4969-114,Drug trafficking and controlled substances
hr4969-114,"Drug, alcohol, tobacco use"
hr4969-114,Elementary and secondary education
hr4969-114,Health
hr4969-114,Health information and medical records
hr4969-114,Health promotion and preventive care
hr4969-114,Prescription drugs
hr4969-114,School athletics
hr497-114,Behavioral sciences
hr497-114,Education
hr497-114,Education programs funding
hr497-114,Elementary and secondary education
hr497-114,Higher education
hr497-114,Research administration and funding
hr497-114,"Teaching, teachers, curricula"
hr4970-114,"Bank accounts, deposits, capital"
hr4970-114,Computer security and identity theft
hr4970-114,Consumer credit
hr4970-114,"Tax administration and collection, taxpayers"
hr4970-114,Taxation
hr4971-114,Crimes against property
hr4971-114,Hazardous wastes and toxic substances
hr4971-114,Oil and gas
hr4971-114,Pipelines
hr4971-114,Transportation and public works
hr4971-114,Transportation safety and security
hr4972-114,Employee benefits and pensions
hr4972-114,Income tax deferral
hr4972-114,Income tax exclusion
hr4972-114,Income tax rates
hr4972-114,Taxation
hr4972-114,Unemployment
hr4973-114,Employee hiring
hr4973-114,Income tax credits
hr4973-114,Taxation
hr4973-114,Unemployment
hr4973-114,Wages and earnings
hr4974-114,Administrative remedies
hr4974-114,Alaska
hr4974-114,Alaska Natives and Hawaiians
hr4974-114,Alliances
hr4974-114,Alternative treatments
hr4974-114,American Battle Monuments Commission
hr4974-114,Appropriations
hr4974-114,Armed Forces Retirement Home
hr4974-114,Armed forces and national security
hr4974-114,Building construction
hr4974-114,Caribbean area
hr4974-114,Cemeteries and funerals
hr4974-114,Child safety and welfare
hr4974-114,Computers and information technology
hr4974-114,Cuba
hr4974-114,Defense spending
hr4974-114,Department of Defense
hr4974-114,Department of Veterans Affairs
hr4974-114,Detention of persons
hr4974-114,Disability and paralysis
hr4974-114,Drug trafficking and controlled substances
hr4974-114,Executive agency funding and structure
hr4974-114,Federal appellate courts
hr4974-114,Government lending and loan guarantees
hr4974-114,Health facilities and institutions
hr4974-114,Health information and medical records
hr4974-114,Health personnel
hr4974-114,"Health technology, devices, supplies"
hr4974-114,Hospital care
hr4974-114,Housing and community development funding
hr4974-114,Housing finance and home ownership
hr4974-114,Indian social and development programs
hr4974-114,Land transfers
hr4974-114,Latin America
hr4974-114,"Long-term, rehabilitative, and terminal care"
hr4974-114,Medical research
hr4974-114,Mental health
hr4974-114,Military facilities and property
hr4974-114,Military operations and strategy
hr4974-114,"Military procurement, research, weapons development"
hr4974-114,Minority health
hr4974-114,National Guard and reserves
hr4974-114,Public contracts and procurement
hr4974-114,Research administration and funding
hr4974-114,Rural conditions and development
hr4974-114,Terrorism
hr4974-114,"Veterans' education, employment, rehabilitation"
hr4974-114,"Veterans' loans, housing, homeless programs"
hr4974-114,Veterans' medical care
hr4974-114,Veterans' pensions and compensation
hr4974-114,Virginia
hr4975-114,Congressional tributes
hr4975-114,"Government buildings, facilities, and property"
hr4975-114,Government operations and politics
hr4975-114,Military personnel and dependents
hr4975-114,Nebraska
hr4975-114,Postal service
hr4976-114,Administrative law and regulatory procedures
hr4976-114,Advisory bodies
hr4976-114,Child health
hr4976-114,Congressional oversight
hr4976-114,Department of Health and Human Services
hr4976-114,"Drug safety, medical device, and laboratory regulation"
hr4976-114,Drug trafficking and controlled substances
hr4976-114,Food and Drug Administration (FDA)
hr4976-114,Health
hr4976-114,Prescription drugs
hr4977-114,Armed forces and national security
hr4977-114,Department of Veterans Affairs
hr4977-114,Health care quality
hr4977-114,Health facilities and institutions
hr4977-114,Home and outpatient care
hr4977-114,Veterans' medical care
hr4978-114,Child health
hr4978-114,Congressional oversight
hr4978-114,Drug trafficking and controlled substances
hr4978-114,"Drug, alcohol, tobacco use"
hr4978-114,Fraud offenses and financial crimes
hr4978-114,Freedom of information
hr4978-114,Government information and archives
hr4978-114,Government studies and investigations
hr4978-114,Health
hr4978-114,Health care costs and insurance
hr4978-114,Health care coverage and access
hr4978-114,Health information and medical records
hr4978-114,Health programs administration and funding
hr4978-114,Medicaid
hr4978-114,Medicare
hr4978-114,Prescription drugs
hr4978-114,Public contracts and procurement
hr4979-114,Advanced technology and technological innovations
hr4979-114,Computers and information technology
hr4979-114,Congressional oversight
hr4979-114,Energy
hr4979-114,Executive agency funding and structure
hr4979-114,Licensing and registrations
hr4979-114,Nuclear Regulatory Commission (NRC)
hr4979-114,Nuclear power
hr4979-114,User charges and fees
hr498-114,Armed forces and national security
hr498-114,Government information and archives
hr498-114,Military personnel and dependents
hr498-114,Personnel records
hr498-114,"Veterans' education, employment, rehabilitation"
hr498-114,"Veterans' loans, housing, homeless programs"
hr498-114,Veterans' medical care
hr498-114,Veterans' pensions and compensation
hr4980-114,Administrative remedies
hr4980-114,Civil actions and liability
hr4980-114,Congressional oversight
hr4980-114,Constitution and constitutional amendments
hr4980-114,Crime and law enforcement
hr4980-114,Criminal justice information and records
hr4980-114,Due process and equal protection
hr4980-114,Firearms and explosives
hr4981-114,Congressional oversight
hr4981-114,Drug therapy
hr4981-114,Drug trafficking and controlled substances
hr4981-114,"Drug, alcohol, tobacco use"
hr4981-114,Government studies and investigations
hr4981-114,Health
hr4981-114,Health personnel
hr4981-114,Health promotion and preventive care
hr4981-114,Licensing and registrations
hr4981-114,Medical education
hr4981-114,Prescription drugs
hr4982-114,Alaska Natives and Hawaiians
hr4982-114,Child health
hr4982-114,Congressional oversight
hr4982-114,Drug therapy
hr4982-114,Drug trafficking and controlled substances
hr4982-114,"Drug, alcohol, tobacco use"
hr4982-114,Government studies and investigations
hr4982-114,Health
hr4982-114,Health information and medical records
hr4982-114,Home and outpatient care
hr4982-114,Hospital care
hr4982-114,Indian social and development programs
hr4982-114,Minority health
hr4982-114,Women's health
hr4983-114,Drug trafficking and controlled substances
hr4983-114,"Drug, alcohol, tobacco use"
hr4983-114,Health
hr4983-114,Health information and medical records
hr4983-114,Health promotion and preventive care
hr4983-114,Indian social and development programs
hr4983-114,Minority health
hr4983-114,Prescription drugs
hr4984-114,Armed forces and national security
hr4984-114,"Energy storage, supplies, demand"
hr4984-114,Kentucky
hr4984-114,Military facilities and property
hr4984-114,"Military procurement, research, weapons development"
hr4984-114,Oil and gas
hr4984-114,Public contracts and procurement
hr4985-114,Congressional oversight
hr4985-114,Crime and law enforcement
hr4985-114,"Criminal investigation, prosecution, interrogation"
hr4985-114,Drug trafficking and controlled substances
hr4985-114,"Intelligence activities, surveillance, classified information"
hr4985-114,Judicial review and appeals
hr4986-114,District of Columbia
hr4986-114,Historic sites and heritage areas
hr4986-114,"Museums, exhibitions, cultural centers"
hr4986-114,"Parks, recreation areas, trails"
hr4986-114,Political parties and affiliation
hr4986-114,Public lands and natural resources
hr4986-114,Voting rights
hr4986-114,Women's rights
hr4987-114,Congressional tributes
hr4987-114,Florida
hr4987-114,"Government buildings, facilities, and property"
hr4987-114,Government operations and politics
hr4987-114,Military personnel and dependents
hr4987-114,Postal service
hr4988-114,Administrative remedies
hr4988-114,Cardiovascular and respiratory health
hr4988-114,Coal
hr4988-114,Debt collection
hr4988-114,Disability assistance
hr4988-114,Employee benefits and pensions
hr4988-114,Mining
hr4988-114,Railroads
hr4988-114,Social security and elderly assistance
hr4988-114,Social welfare
hr4988-114,Transportation employees
hr4988-114,Worker safety and health
hr4989-114,Health
hr4989-114,"Health technology, devices, supplies"
hr4989-114,Hospital care
hr4989-114,"Long-term, rehabilitative, and terminal care"
hr4989-114,Medicaid
hr499-114,Infrastructure development
hr499-114,Securities
hr499-114,Solid waste and recycling
hr499-114,State and local finance
hr499-114,Taxation
hr499-114,Water quality
hr499-114,Water resources funding
hr499-114,Water use and supply
hr4990-114,Crimes against property
hr4990-114,Fraud offenses and financial crimes
hr4990-114,Government information and archives
hr4990-114,"Social work, volunteer service, charitable organizations"
hr4990-114,"Tax administration and collection, taxpayers"
hr4990-114,Tax-exempt organizations
hr4990-114,Taxation
hr4991-114,Armed forces and national security
hr4991-114,Assault and harassment offenses
hr4991-114,Congressional oversight
hr4991-114,Crime victims
hr4991-114,"Criminal investigation, prosecution, interrogation"
hr4991-114,Criminal justice information and records
hr4991-114,Criminal procedure and sentencing
hr4991-114,Employment discrimination and employee rights
hr4991-114,"Government employee pay, benefits, personnel management"
hr4991-114,Mental health
hr4991-114,Military command and structure
hr4991-114,Military law
hr4991-114,Military medicine
hr4991-114,Military personnel and dependents
hr4991-114,Sex offenses
hr4992-114,Administrative law and regulatory procedures
hr4992-114,Arms control and nonproliferation
hr4992-114,Chemical and biological weapons
hr4992-114,Congressional oversight
hr4992-114,Currency
hr4992-114,Finance and financial sector
hr4992-114,Foreign and international banking
hr4992-114,Iran
hr4992-114,Licensing and registrations
hr4992-114,Middle East
hr4992-114,Nuclear weapons
hr4992-114,"Presidents and presidential powers, Vice Presidents"
hr4992-114,Securities
hr4992-114,Terrorism
hr4992-114,War and emergency powers
hr4993-114,Administrative law and regulatory procedures
hr4993-114,Banking and financial institutions regulation
hr4993-114,Computer security and identity theft
hr4993-114,Congressional oversight
hr4993-114,Consumer Financial Protection Bureau
hr4993-114,Finance and financial sector
hr4993-114,Government information and archives
hr4993-114,Government liability
hr4993-114,Government studies and investigations
hr4993-114,Housing finance and home ownership
hr4993-114,Marketing and advertising
hr4994-114,Accidents
hr4994-114,Armed forces and national security
hr4994-114,Civil actions and liability
hr4994-114,Health care costs and insurance
hr4994-114,"Life, casualty, property insurance"
hr4994-114,Veterans' medical care
hr4994-114,Veterans' pensions and compensation
hr4995-114,"Bank accounts, deposits, capital"
hr4995-114,Congressional oversight
hr4995-114,Currency
hr4995-114,Foreign and international banking
hr4995-114,Foreign property
hr4995-114,International affairs
hr4995-114,Iran
hr4995-114,Licensing and registrations
hr4995-114,Middle East
hr4995-114,"Presidents and presidential powers, Vice Presidents"
hr4995-114,Sanctions
hr4995-114,War and emergency powers
hr4996-114,Taxation
hr4996-114,Transfer and inheritance taxes
hr4997-114,Banking and financial institutions regulation
hr4997-114,Business records
hr4997-114,Consumer credit
hr4997-114,Finance and financial sector
hr4997-114,Housing finance and home ownership
hr4998-114,Administrative law and regulatory procedures
hr4998-114,Energy
hr4998-114,"Environmental assessment, monitoring, research"
hr4998-114,Government information and archives
hr4998-114,Licensing and registrations
hr4998-114,Nuclear Regulatory Commission (NRC)
hr4998-114,Nuclear power
hr4998-114,Public participation and lobbying
hr4998-114,Radioactive wastes and releases
hr4998-114,State and local government operations
hr4999-114,Accounting and auditing
hr4999-114,Administrative law and regulatory procedures
hr4999-114,Armed forces and national security
hr4999-114,Computers and information technology
hr4999-114,Department of Defense
hr4999-114,"Military procurement, research, weapons development"
hr4999-114,Performance measurement
hr4999-114,Public contracts and procurement
hr5-114,Abortion
hr5-114,Academic performance and assessments
hr5-114,Administrative law and regulatory procedures
hr5-114,Administrative remedies
hr5-114,Advisory bodies
hr5-114,Alaska Natives and Hawaiians
hr5-114,Assault and harassment offenses
hr5-114,Child health
hr5-114,Child safety and welfare
hr5-114,Correctional facilities and imprisonment
hr5-114,Crimes against children
hr5-114,Crimes against property
hr5-114,"Criminal investigation, prosecution, interrogation"
hr5-114,Criminal justice information and records
hr5-114,Department of Education
hr5-114,Domestic violence and child abuse
hr5-114,Drug trafficking and controlled substances
hr5-114,Education
hr5-114,Education of the disadvantaged
hr5-114,Education programs funding
hr5-114,Educational technology and distance education
hr5-114,Elementary and secondary education
hr5-114,Employee hiring
hr5-114,Family relationships
hr5-114,Federal-Indian relations
hr5-114,First Amendment rights
hr5-114,Fraud offenses and financial crimes
hr5-114,Government information and archives
hr5-114,Health information and medical records
hr5-114,Higher education
hr5-114,Homelessness and emergency shelter
hr5-114,Indian social and development programs
hr5-114,Intergovernmental relations
hr5-114,Juvenile crime and gang violence
hr5-114,Language arts
hr5-114,"Migrant, seasonal, agricultural labor"
hr5-114,Minority education
hr5-114,Performance measurement
hr5-114,Religion
hr5-114,Right of privacy
hr5-114,Rural conditions and development
hr5-114,School administration
hr5-114,Sex offenses
hr5-114,Special education
hr5-114,State and local finance
hr5-114,State and local government operations
hr5-114,Student records
hr5-114,"Teaching, teachers, curricula"
hr5-114,Violent crime
hr50-114,Administrative law and regulatory procedures
hr50-114,Congressional oversight
hr50-114,Executive agency funding and structure
hr50-114,Federal-Indian relations
hr50-114,Government information and archives
hr50-114,Government operations and politics
hr50-114,Government studies and investigations
hr50-114,Intergovernmental relations
hr50-114,Judicial review and appeals
hr50-114,Legislative rules and procedure
hr50-114,Office of Management and Budget (OMB)
hr50-114,State and local finance
hr500-114,Advisory bodies
hr500-114,Crime and law enforcement
hr500-114,Crime prevention
hr500-114,Crime victims
hr500-114,Human trafficking
hr5000-114,Administrative law and regulatory procedures
hr5000-114,"Alternative dispute resolution, mediation, arbitration"
hr5000-114,Civil actions and liability
hr5000-114,Employment discrimination and employee rights
hr5000-114,Government studies and investigations
hr5000-114,Labor and employment
hr5000-114,Labor-management relations
hr5000-114,National Labor Relations Board (NLRB)
hr5001-114,Health
hr5001-114,Health facilities and institutions
hr5001-114,Health information and medical records
hr5001-114,Health personnel
hr5001-114,Medicaid
hr5001-114,Medicare
hr5002-114,Alternative and renewable resources
hr5002-114,Business expenses
hr5002-114,Coal
hr5002-114,Income tax credits
hr5002-114,Income tax deductions
hr5002-114,Industrial facilities
hr5002-114,Manufacturing
hr5002-114,Metals
hr5002-114,Oil and gas
hr5002-114,"Tax administration and collection, taxpayers"
hr5002-114,Taxation
hr5003-114,Administrative law and regulatory procedures
hr5003-114,Adult day care
hr5003-114,Advisory bodies
hr5003-114,Agricultural marketing and promotion
hr5003-114,Agriculture and food
hr5003-114,Child care and development
hr5003-114,Child health
hr5003-114,Civil actions and liability
hr5003-114,Congressional oversight
hr5003-114,"Criminal investigation, prosecution, interrogation"
hr5003-114,Department of Agriculture
hr5003-114,Elementary and secondary education
hr5003-114,Food assistance and relief
hr5003-114,Food industry and services
hr5003-114,Fraud offenses and financial crimes
hr5003-114,Fruit and vegetables
hr5003-114,Government information and archives
hr5003-114,Government lending and loan guarantees
hr5003-114,Government studies and investigations
hr5003-114,Health information and medical records
hr5003-114,Health promotion and preventive care
hr5003-114,Indian social and development programs
hr5003-114,Medicaid
hr5003-114,Minority education
hr5003-114,Nutrition and diet
hr5003-114,Physical fitness and lifestyle
hr5003-114,Public contracts and procurement
hr5003-114,Rural conditions and development
hr5003-114,State and local government operations
hr5003-114,Women's health
hr5004-114,Alternative and renewable resources
hr5004-114,Income tax credits
hr5004-114,Motor fuels
hr5004-114,Taxation
hr5005-114,Congress
hr5005-114,Congressional officers and employees
hr5005-114,Debt collection
hr5005-114,Employee hiring
hr5005-114,"Government employee pay, benefits, personnel management"
hr5005-114,"Tax administration and collection, taxpayers"
hr5006-114,Congressional oversight
hr5006-114,Cultural exchanges and relations
hr5006-114,Foreign labor
hr5006-114,Government information and archives
hr5006-114,Immigration
hr5006-114,Immigration status and procedures
hr5006-114,Visas and passports
hr5007-114,Business investment and capital
hr5007-114,Sales and excise taxes
hr5007-114,"Social work, volunteer service, charitable organizations"
hr5007-114,Tax-exempt organizations
hr5007-114,Taxation
hr5008-114,Accounting and auditing
hr5008-114,Administrative law and regulatory procedures
hr5008-114,Building construction
hr5008-114,Congressional oversight
hr5008-114,"Criminal investigation, prosecution, interrogation"
hr5008-114,Department of the Treasury
hr5008-114,Employment taxes
hr5008-114,Fraud offenses and financial crimes
hr5008-114,Government studies and investigations
hr5008-114,"Tax administration and collection, taxpayers"
hr5008-114,Taxation
hr5009-114,Administrative remedies
hr5009-114,Department of Health and Human Services
hr5009-114,"Drug safety, medical device, and laboratory regulation"
hr5009-114,Government studies and investigations
hr5009-114,Health
hr5009-114,Health information and medical records
hr5009-114,"Health technology, devices, supplies"
hr5009-114,Home and outpatient care
hr5009-114,Hospital care
hr5009-114,Medicare
hr501-114,Armed forces and national security
hr501-114,Employee hiring
hr501-114,Employment and training programs
hr501-114,Employment discrimination and employee rights
hr501-114,Evidence and witnesses
hr501-114,Housing discrimination
hr501-114,Labor-management relations
hr501-114,Marketing and advertising
hr501-114,National Guard and reserves
hr501-114,"Veterans' education, employment, rehabilitation"
hr5010-114,Consumer credit
hr5010-114,Finance and financial sector
hr5011-114,Congressional tributes
hr5011-114,"Government buildings, facilities, and property"
hr5011-114,Government operations and politics
hr5011-114,Judges
hr5011-114,Louisiana
hr5012-114,Border security and unlawful immigration
hr5012-114,Immigration
hr5012-114,Immigration status and procedures
hr5012-114,Military personnel and dependents
hr5013-114,Agriculture and food
hr5013-114,Disaster relief and insurance
hr5013-114,Food assistance and relief
hr5013-114,Government lending and loan guarantees
hr5013-114,Hazardous wastes and toxic substances
hr5013-114,Nutrition and diet
hr5013-114,Rural conditions and development
hr5013-114,Solid waste and recycling
hr5013-114,Water resources funding
hr5013-114,Water use and supply
hr5014-114,Alaska Natives and Hawaiians
hr5014-114,Alternative treatments
hr5014-114,Drug trafficking and controlled substances
hr5014-114,Federal-Indian relations
hr5014-114,Health personnel
hr5014-114,Indian lands and resources rights
hr5014-114,Indian social and development programs
hr5014-114,Minority health
hr5014-114,Native Americans
hr5015-114,Armed forces and national security
hr5015-114,Conflicts and wars
hr5015-114,Congressional oversight
hr5015-114,Disability and paralysis
hr5015-114,Government studies and investigations
hr5015-114,Income tax exclusion
hr5015-114,"Tax administration and collection, taxpayers"
hr5015-114,Veterans' pensions and compensation
hr5016-114,Congressional oversight
hr5016-114,Consumer credit
hr5016-114,Education
hr5016-114,Financial literacy
hr5016-114,Higher education
hr5016-114,Student aid and college costs
hr5017-114,Land transfers
hr5017-114,Public lands and natural resources
hr5017-114,Washington State
hr5018-114,Adult day care
hr5018-114,Aging
hr5018-114,Congressional oversight
hr5018-114,Consumer credit
hr5018-114,Crime prevention
hr5018-114,Crime victims
hr5018-114,Digestive and metabolic diseases
hr5018-114,Health
hr5018-114,Health programs administration and funding
hr5018-114,Health promotion and preventive care
hr5018-114,Home and outpatient care
hr5018-114,Law enforcement administration and funding
hr5018-114,"Long-term, rehabilitative, and terminal care"
hr5018-114,Medicaid
hr5018-114,Medical tests and diagnostic methods
hr5018-114,Medicare
hr5019-114,Administrative law and regulatory procedures
hr5019-114,Finance and financial sector
hr5019-114,Financial services and investments
hr5019-114,Securities
hr5019-114,Securities and Exchange Commission (SEC)
hr502-114,Armed forces and national security
hr502-114,Computers and information technology
hr502-114,Congressional oversight
hr502-114,Department of Veterans Affairs
hr502-114,Executive agency funding and structure
hr502-114,"Government employee pay, benefits, personnel management"
hr502-114,Government studies and investigations
hr502-114,Health care coverage and access
hr502-114,Health care quality
hr502-114,Health information and medical records
hr502-114,Performance measurement
hr502-114,Public contracts and procurement
hr502-114,Veterans' medical care
hr5020-114,Child health
hr5020-114,Congressional oversight
hr5020-114,Drug trafficking and controlled substances
hr5020-114,"Drug, alcohol, tobacco use"
hr5020-114,Health
hr5021-114,Administrative law and regulatory procedures
hr5021-114,Department of Health and Human Services
hr5021-114,Health
hr5021-114,Health programs administration and funding
hr5021-114,Intergovernmental relations
hr5021-114,Medicaid
hr5021-114,State and local finance
hr5021-114,State and local government operations
hr5022-114,Business education
hr5022-114,Employment and training programs
hr5022-114,Labor and employment
hr5022-114,Small business
hr5022-114,Unemployment
hr5023-114,"Bank accounts, deposits, capital"
hr5023-114,Banking and financial institutions regulation
hr5023-114,Computer security and identity theft
hr5023-114,Congressional oversight
hr5023-114,Consumer credit
hr5023-114,Economic development
hr5023-114,Finance and financial sector
hr5023-114,Fraud offenses and financial crimes
hr5023-114,Government studies and investigations
hr5023-114,Indian social and development programs
hr5023-114,Licensing and registrations
hr5023-114,Minority and disadvantaged businesses
hr5024-114,Air quality
hr5024-114,Crimes against animals and natural resources
hr5024-114,Environmental protection
hr5024-114,Environmental technology
hr5024-114,Motor vehicles
hr5025-114,Appropriations
hr5025-114,Army Corps of Engineers
hr5025-114,Department of Defense
hr5025-114,Disaster relief and insurance
hr5025-114,Emergency management
hr5025-114,Executive agency funding and structure
hr5025-114,Floods and storm protection
hr5025-114,Texas
hr5025-114,Water resources funding
hr5026-114,Computer security and identity theft
hr5026-114,Congressional oversight
hr5026-114,Crime and law enforcement
hr5026-114,"Criminal investigation, prosecution, interrogation"
hr5026-114,Intergovernmental relations
hr5026-114,International organizations and cooperation
hr5026-114,State and local government operations
hr5027-114,"Bank accounts, deposits, capital"
hr5027-114,Economic performance and conditions
hr5027-114,Federal Reserve System
hr5027-114,Finance and financial sector
hr5027-114,Inflation and prices
hr5027-114,Securities
hr5028-114,Congressional tributes
hr5028-114,"Government buildings, facilities, and property"
hr5028-114,Government operations and politics
hr5028-114,Michigan
